name dummy x y z omega phi kappa
5115226781 5115226781 -640856.131 -1043332.201 232.629 0.411 -2.211 179.585
5115227097 5115227097 -640861.243 -1043332.244 232.615 0.418 -2.151 179.209
5115227413 5115227413 -640866.338 -1043332.254 232.602 0.427 -2.234 178.882
5115227729 5115227729 -640871.425 -1043332.239 232.591 0.37 -2.058 178.526
5115228045 5115228045 -640876.487 -1043332.175 232.573 0.475 -1.988 178.1
5115228361 5115228361 -640881.515 -1043332.075 232.554 0.358 -2.118 177.571
5115228677 5115228677 -640886.548 -1043331.932 232.536 0.354 -2.118 176.95
5115228993 5115228993 -640891.567 -1043331.735 232.521 0.311 -2.213 176.33
5115229309 5115229309 -640896.584 -1043331.482 232.508 0.351 -2.178 175.704
5115229625 5115229625 -640901.596 -1043331.175 232.49 0.377 -2.177 175.105
5115229941 5115229941 -640906.607 -1043330.818 232.478 0.375 -2.162 174.517
5115230257 5115230257 -640911.616 -1043330.41 232.463 0.353 -2.252 173.933
5115230573 5115230573 -640916.629 -1043329.951 232.454 0.348 -2.277 173.374
5115230889 5115230889 -640921.641 -1043329.447 232.447 0.356 -2.158 172.985
5115231205 5115231205 -640926.632 -1043328.911 232.437 0.415 -2.159 172.628
5115231521 5115231521 -640931.591 -1043328.349 232.429 0.409 -2.137 172.269
5115231837 5115231837 -640936.53 -1043327.759 232.414 0.399 -2.015 171.866
5115232153 5115232153 -640941.44 -1043327.131 232.393 0.468 -2.15 171.473
5115232469 5115232469 -640946.326 -1043326.477 232.386 0.441 -2.094 171.067
5115232785 5115232785 -640951.173 -1043325.798 232.373 0.336 -1.958 170.671
5115233101 5115233101 -640955.966 -1043325.085 232.357 0.403 -1.957 170.265
5115233417 5115233417 -640960.705 -1043324.339 232.343 0.594 -1.991 169.887
5115233733 5115233733 -640965.398 -1043323.575 232.329 0.564 -2.013 169.476
5115234049 5115234049 -640970.044 -1043322.784 232.309 0.6 -1.958 169.033
5115234365 5115234365 -640974.633 -1043321.965 232.294 0.53 -2.067 168.54
5115234681 5115234681 -640979.168 -1043321.114 232.287 0.479 -2.159 167.983
5115235023 5115235023 -640984.027 -1043320.154 232.281 0.359 -1.946 167.365
5115235365 5115235365 -640988.813 -1043319.145 232.266 0.336 -2.008 166.608
5115235707 5115235707 -640993.539 -1043318.08 232.254 0.364 -1.92 165.828
5115236049 5115236049 -640998.196 -1043316.957 232.234 0.538 -1.932 165.067
5115236391 5115236391 -641002.792 -1043315.79 232.214 0.546 -1.916 164.313
5115236733 5115236733 -641007.313 -1043314.584 232.203 0.494 -1.996 163.559
5115237095 5115237095 -641011.991 -1043313.27 232.201 0.432 -1.83 162.763
5115237457 5115237457 -641016.518 -1043311.922 232.188 0.566 -1.757 162.012
5115237840 5115237840 -641021.148 -1043310.477 232.169 0.573 -1.827 161.218
5115238223 5115238223 -641025.621 -1043309.014 232.149 0.58 -1.704 160.467
5115238606 5115238606 -641029.925 -1043307.543 232.127 0.667 -1.762 159.86
5115239043 5115239043 -641034.658 -1043305.879 232.101 0.811 -1.872 159.587
5115239480 5115239480 -641039.279 -1043304.248 232.078 0.759 -2.022 159.52
5115239917 5115239917 -641043.809 -1043302.675 232.08 0.229 -2.089 159.528
5115240354 5115240354 -641048.257 -1043301.117 232.079 0.067 -1.82 159.552
5115240791 5115240791 -641052.606 -1043299.582 232.069 -0.008 -1.892 159.266
5115241265 5115241265 -641057.216 -1043297.894 232.064 0.339 -1.886 158.944
5115241739 5115241739 -641061.739 -1043296.256 232.05 0.309 -1.802 159.162
5115242234 5115242234 -641066.372 -1043294.611 232.03 0.373 -1.784 159.794
5115242728 5115242728 -641070.895 -1043293.056 232.012 0.404 -1.689 160.207
5115243242 5115243242 -641075.325 -1043291.559 231.997 0.44 -1.612 160.516
5115243823 5115243823 -641079.782 -1043290.09 231.98 0.402 -1.306 160.912
5115244499 5115244499 -641084.125 -1043288.687 231.969 0.37 -1.513 161.195
5115245304 5115245304 -641088.737 -1043287.232 231.953 0.321 -1.652 161.57
5115246236 5115246236 -641093.365 -1043285.793 231.95 0.374 -1.687 161.787
5115247393 5115247393 -641097.739 -1043284.438 231.932 0.546 -1.557 161.965
5115252532 5115252532 -641103.415 -1043282.684 231.895 0.528 -2.929 161.992
5115253909 5115253909 -641108.015 -1043281.28 231.88 0.454 -2.268 162.084
5115255204 5115255204 -641113.071 -1043279.753 231.867 0.355 -2.412 162.16
5115256218 5115256218 -641117.864 -1043278.307 231.852 0.396 -2.41 162.259
5115257091 5115257091 -641122.791 -1043276.826 231.839 0.518 -2.852 162.412
5115257841 5115257841 -641128.023 -1043275.284 231.851 0.909 -3.124 162.954
5115258514 5115258514 -641133.285 -1043273.78 231.869 0.919 -2.807 163.018
5115259187 5115259187 -641138.854 -1043272.21 231.874 0.89 -2.41 163.528
5115259776 5115259776 -641143.826 -1043270.916 231.878 0.566 -2.717 164.885
5115300365 5115300365 -641148.865 -1043269.694 231.897 0.351 -2.465 165.454
5115300932 5115300932 -641153.802 -1043268.51 231.907 0.362 -2.524 165.537
5115301499 5115301499 -641158.91 -1043267.279 231.903 0.654 -2.468 165.566
5115302046 5115302046 -641163.972 -1043266.069 231.906 0.664 -2.491 165.376
5115302593 5115302593 -641169.149 -1043264.734 231.901 0.396 -2.602 163.16
5115303140 5115303140 -641174.478 -1043263.126 231.892 0.682 -2.784 161.67
5115303615 5115303615 -641179.299 -1043261.581 231.871 0.657 -2.077 160.886
5115304090 5115304090 -641184.252 -1043259.952 231.858 0.575 -2.613 160.654
5115304545 5115304545 -641189.161 -1043258.297 231.843 0.338 -2.513 159.566
5115305000 5115305000 -641194.164 -1043256.52 231.823 0.423 -2.11 159.337
5115305435 5115305435 -641198.986 -1043254.787 231.807 0.54 -2.258 159.34
5115305870 5115305870 -641203.847 -1043253.034 231.779 0.995 -2.384 159.343
5115306305 5115306305 -641208.765 -1043251.296 231.752 1.346 -2.284 160.154
5115306740 5115306740 -641213.766 -1043249.593 231.738 1.902 -2.498 160.818
5115307155 5115307155 -641218.633 -1043248.027 231.727 1.575 -2.27 161.184
5115307570 5115307570 -641223.533 -1043246.474 231.718 1.542 -2.879 161.617
5115307985 5115307985 -641228.512 -1043244.93 231.724 1.815 -2.798 162.291
5115308400 5115308400 -641233.609 -1043243.428 231.715 1.796 -2.611 162.823
5115308815 5115308815 -641238.78 -1043241.934 231.707 2.031 -2.753 163.144
5115309201 5115309201 -641243.671 -1043240.591 231.713 1.352 -2.349 163.377
5115309587 5115309587 -641248.605 -1043239.239 231.71 0.839 -2.502 163.517
5115309973 5115309973 -641253.575 -1043237.871 231.702 0.753 -2.948 163.601
5115310359 5115310359 -641258.611 -1043236.478 231.718 1.004 -3.013 163.617
5115310745 5115310745 -641263.725 -1043235.069 231.726 0.944 -2.872 163.489
5115311131 5115311131 -641268.927 -1043233.61 231.735 0.807 -2.669 162.803
5115311489 5115311489 -641273.799 -1043232.159 231.726 0.981 -2.808 161.984
5115311847 5115311847 -641278.715 -1043230.621 231.744 1.448 -2.865 161.586
5115312205 5115312205 -641283.7 -1043229.03 231.754 1.726 -2.782 161.142
5115312563 5115312563 -641288.698 -1043227.397 231.771 1.253 -2.264 160.2
5115312921 5115312921 -641293.655 -1043225.688 231.775 1.345 -2.528 159.857
5115313279 5115313279 -641298.607 -1043223.973 231.778 0.965 -2.259 159.399
5115313637 5115313637 -641303.504 -1043222.214 231.79 0.987 -2.401 159.051
5115313995 5115313995 -641308.352 -1043220.45 231.797 0.876 -2.567 158.929
5115314353 5115314353 -641313.193 -1043218.685 231.814 0.702 -2.364 158.905
5115314711 5115314711 -641318.014 -1043216.908 231.827 1.008 -2.283 158.779
5115315069 5115315069 -641322.809 -1043215.136 231.841 0.718 -2.856 158.319
5115315427 5115315427 -641327.598 -1043213.293 231.851 1.487 -2.537 158.461
5115315785 5115315785 -641332.386 -1043211.522 231.858 1.007 -2.382 158.502
5115316143 5115316143 -641337.13 -1043209.756 231.873 0.94 -2.478 158.569
5115316501 5115316501 -641341.83 -1043207.981 231.883 1.452 -2.657 158.652
5115316859 5115316859 -641346.513 -1043206.257 231.906 1.242 -2.538 158.688
5115317217 5115317217 -641351.17 -1043204.554 231.934 0.81 -2.541 158.661
5115317575 5115317575 -641355.783 -1043202.829 231.945 1.122 -2.861 158.594
5115317933 5115317933 -641360.404 -1043201.104 231.963 1.188 -2.648 158.491
5115318291 5115318291 -641365.011 -1043199.378 231.976 1.266 -2.671 158.322
5115318649 5115318649 -641369.598 -1043197.583 231.969 2.653 -2.582 158.161
5115319007 5115319007 -641374.178 -1043195.871 231.992 1.548 -3.375 157.776
5115319365 5115319365 -641378.778 -1043194.12 232.043 0.818 -2.376 157.465
5115319723 5115319723 -641383.269 -1043192.333 232.074 1.091 -2.574 157.458
5115320081 5115320081 -641387.729 -1043190.604 232.098 0.37 -2.359 157.268
5115320439 5115320439 -641392.098 -1043188.831 232.113 1.03 -2.729 157.199
5115320817 5115320817 -641396.674 -1043186.994 232.152 0.91 -3.294 157.021
5115321195 5115321195 -641401.259 -1043185.147 232.203 0.788 -2.681 156.787
5115321573 5115321573 -641405.794 -1043183.273 232.222 1.147 -2.461 156.48
5115321951 5115321951 -641410.282 -1043181.409 232.25 1.019 -2.748 156.279
5115322329 5115322329 -641414.776 -1043179.526 232.282 0.908 -3.028 156.115
5115322707 5115322707 -641419.294 -1043177.619 232.322 0.861 -2.97 156.113
5115323085 5115323085 -641423.828 -1043175.715 232.348 0.781 -2.575 156.147
5115323463 5115323463 -641428.346 -1043173.826 232.386 0.541 -2.775 156.298
5115323841 5115323841 -641432.886 -1043171.93 232.408 0.781 -2.909 156.564
5115324219 5115324219 -641437.466 -1043170.042 232.443 0.926 -2.827 156.645
5115324597 5115324597 -641442.06 -1043168.158 232.473 0.785 -3.421 156.638
5115324975 5115324975 -641446.674 -1043166.261 232.54 0.755 -3.178 156.683
5115325353 5115325353 -641451.271 -1043164.399 232.594 0.084 -3.158 156.115
5115325731 5115325731 -641455.842 -1043162.429 232.644 0.43 -3.058 155.58
5115326109 5115326109 -641460.458 -1043160.428 232.689 0.318 -3.105 155.363
5115326487 5115326487 -641465.131 -1043158.396 232.748 0.257 -3.165 155.642
5115326865 5115326865 -641469.866 -1043156.362 232.789 0.26 -2.924 155.828
5115327243 5115327243 -641474.631 -1043154.328 232.835 0.338 -2.859 155.996
5115327621 5115327621 -641479.413 -1043152.333 232.879 -0.167 -2.929 156.29
5115327999 5115327999 -641484.193 -1043150.344 232.924 0.008 -2.833 156.597
5115328377 5115328377 -641488.951 -1043148.396 232.967 -0.015 -2.696 156.821
5115328755 5115328755 -641493.648 -1043146.487 233.021 -0.159 -2.974 156.626
5115329133 5115329133 -641498.342 -1043144.556 233.088 -0.333 -3.279 156.444
5115329511 5115329511 -641503.071 -1043142.58 233.151 -0.234 -2.571 156.112
5115329889 5115329889 -641507.762 -1043140.589 233.187 -0.039 -3.174 156.114
5115330267 5115330267 -641512.496 -1043138.588 233.24 0.115 -3.07 156.164
5115330645 5115330645 -641517.233 -1043136.6 233.292 0.187 -2.883 156.394
5115331023 5115331023 -641521.936 -1043134.646 233.338 0.358 -2.68 156.604
5115331401 5115331401 -641526.569 -1043132.73 233.386 0.69 -2.909 156.77
5115331779 5115331779 -641531.156 -1043130.853 233.431 0.896 -2.878 156.84
5115332157 5115332157 -641535.734 -1043128.991 233.478 0.857 -2.692 156.854
5115332535 5115332535 -641540.264 -1043127.159 233.526 0.652 -2.706 156.797
5115332913 5115332913 -641544.725 -1043125.333 233.562 0.786 -2.668 156.772
5115333291 5115333291 -641549.129 -1043123.541 233.602 0.608 -2.822 156.714
5115333669 5115333669 -641553.527 -1043121.716 233.647 1.1 -3.254 156.656
5115334047 5115334047 -641557.985 -1043119.885 233.691 1.077 -2.904 156.583
5115334425 5115334425 -641562.447 -1043118.019 233.727 1.545 -3.298 156.502
5115334803 5115334803 -641566.975 -1043116.149 233.782 1.43 -2.924 156.383
5115335181 5115335181 -641571.452 -1043114.283 233.826 1.435 -2.708 156.3
5115335559 5115335559 -641575.916 -1043112.417 233.853 1.279 -3.035 156.173
5115335937 5115335937 -641580.441 -1043110.511 233.893 1.393 -3.139 156.2
5115336315 5115336315 -641585.027 -1043108.591 233.93 1.222 -3.347 156.07
5115336693 5115336693 -641589.699 -1043106.61 233.969 1.343 -2.777 155.994
5115337071 5115337071 -641594.361 -1043104.624 233.996 1.458 -2.795 155.994
5115337449 5115337449 -641598.985 -1043102.667 234.038 1.293 -2.88 155.986
5115337827 5115337827 -641603.597 -1043100.734 234.089 0.859 -2.924 156.17
5115338205 5115338205 -641608.208 -1043098.828 234.143 0.464 -2.892 156.652
5115338583 5115338583 -641612.838 -1043096.943 234.191 0.509 -3.083 156.964
5115338961 5115338961 -641617.531 -1043095.041 234.239 0.684 -3.064 157.025
5115339339 5115339339 -641622.281 -1043093.137 234.29 0.348 -2.952 156.724
5115339717 5115339717 -641627.071 -1043091.147 234.322 0.551 -3.127 156.352
5115340095 5115340095 -641631.932 -1043089.129 234.37 0.248 -3.038 156.2
5115340473 5115340473 -641636.862 -1043087.095 234.435 -0.644 -3.207 156.118
5115340831 5115340831 -641641.582 -1043085.073 234.453 0.108 -2.921 156.191
5115341189 5115341189 -641646.33 -1043083.062 234.497 0.529 -2.969 156.327
5115341547 5115341547 -641651.093 -1043081.077 234.546 0.392 -3.405 156.362
5115341905 5115341905 -641655.903 -1043079.092 234.617 0.223 -2.829 156.528
5115342263 5115342263 -641660.691 -1043077.126 234.667 0.136 -2.785 156.699
5115342621 5115342621 -641665.466 -1043075.191 234.725 -0.22 -3.039 156.813
5115342979 5115342979 -641670.255 -1043073.208 234.784 0.688 -2.733 156.755
5115343337 5115343337 -641675.028 -1043071.205 234.815 1.639 -3.289 156.711
5115343695 5115343695 -641679.849 -1043069.271 234.869 0.533 -2.814 156.254
5115344053 5115344053 -641684.637 -1043067.24 234.908 0.953 -2.8 156.27
5115344411 5115344411 -641689.442 -1043065.229 234.936 0.812 -2.13 156.041
5115344769 5115344769 -641694.2 -1043063.222 234.946 0.602 -2.306 156.052
5115345127 5115345127 -641698.923 -1043061.222 234.937 0.626 -2.525 156.204
5115345485 5115345485 -641703.658 -1043059.248 234.95 0.521 -2.134 156.251
5115345843 5115345843 -641708.367 -1043057.293 234.947 0.158 -2.543 156.568
5115346201 5115346201 -641713.11 -1043055.354 234.952 -0.188 -2.266 156.539
5115346559 5115346559 -641717.842 -1043053.383 234.937 0.236 -2.371 156.512
5115346917 5115346917 -641722.595 -1043051.421 234.919 0.087 -2.096 156.526
5115347275 5115347275 -641727.368 -1043049.451 234.888 0.059 -2.085 156.517
5115347633 5115347633 -641732.146 -1043047.465 234.869 0.372 -2.117 156.557
5115347991 5115347991 -641736.913 -1043045.501 234.841 0.154 -2.047 156.358
5115348349 5115348349 -641741.646 -1043043.52 234.813 0.296 -2.054 156.326
5115348707 5115348707 -641746.377 -1043041.569 234.799 -0.071 -2.073 156.442
5115349065 5115349065 -641751.119 -1043039.601 234.772 0.04 -2.134 156.482
5115349423 5115349423 -641755.91 -1043037.596 234.742 0.487 -1.672 156.507
5115349781 5115349781 -641760.733 -1043035.61 234.693 0.293 -1.214 156.394
5115350139 5115350139 -641765.524 -1043033.599 234.624 0.678 -1.7 156.428
5115350497 5115350497 -641770.343 -1043031.626 234.576 -0.01 -1.613 156.314
5115350855 5115350855 -641775.133 -1043029.617 234.524 0.064 -1.379 156.12
5115351213 5115351213 -641779.866 -1043027.611 234.464 0.071 -1.466 155.869
5115351571 5115351571 -641784.556 -1043025.588 234.404 -0.126 -1.23 155.006
5115351929 5115351929 -641789.158 -1043023.497 234.334 -0.274 -1.435 153.775
5115352287 5115352287 -641793.676 -1043021.32 234.279 -0.183 -1.558 152.739
5115352645 5115352645 -641798.111 -1043019.079 234.231 -0.219 -1.551 151.309
5115353003 5115353003 -641802.437 -1043016.739 234.19 0.149 -1.696 150.047
5115353361 5115353361 -641806.697 -1043014.326 234.144 0.303 -1.474 148.786
5115353719 5115353719 -641810.889 -1043011.835 234.079 0.403 -1.573 147.715
5115354078 5115354078 -641815.051 -1043009.278 234.032 0.158 -1.951 146.721
5115354436 5115354436 -641819.202 -1043006.615 233.981 0.223 -1.473 145.751
5115354794 5115354794 -641823.3 -1043003.891 233.921 0.21 -1.327 144.82
5115355152 5115355152 -641827.323 -1043001.108 233.855 0.634 -1.702 144.043
5115355510 5115355510 -641831.327 -1042998.253 233.804 0.993 -1.78 143.121
5115355868 5115355868 -641835.29 -1042995.34 233.754 1.002 -1.767 142.016
5115356226 5115356226 -641839.19 -1042992.354 233.709 0.914 -1.851 140.763
5115356584 5115356584 -641843.043 -1042989.282 233.666 0.472 -1.692 139.38
5115356942 5115356942 -641846.808 -1042986.113 233.619 0.119 -1.592 137.68
5115357300 5115357300 -641850.462 -1042982.823 233.569 0.267 -1.853 136.227
5115357658 5115357658 -641854.05 -1042979.43 233.528 0.369 -1.779 134.804
5115358016 5115358016 -641857.553 -1042975.944 233.483 0.537 -1.836 133.372
5115358374 5115358374 -641860.986 -1042972.368 233.435 0.356 -1.805 131.839
5115358732 5115358732 -641864.323 -1042968.69 233.396 0.345 -1.972 130.187
5115359090 5115359090 -641867.565 -1042964.903 233.37 0.603 -2.107 129.101
5115359448 5115359448 -641870.771 -1042961.039 233.345 0.835 -1.731 128.225
5115359806 5115359806 -641873.903 -1042957.141 233.308 1.02 -2.437 127.406
5115400164 5115400164 -641877.037 -1042953.173 233.275 0.456 -2.097 126.208
5115400522 5115400522 -641880.054 -1042949.117 233.253 0.654 -2.266 124.97
5115400879 5115400879 -641883.006 -1042944.966 233.231 0.792 -1.927 123.573
5115401238 5115401238 -641885.869 -1042940.74 233.2 0.454 -2.121 122.046
5115401596 5115401596 -641888.634 -1042936.431 233.173 0.188 -2.069 120.782
5115401954 5115401954 -641891.297 -1042932.049 233.151 0.299 -2.156 119.669
5115402312 5115402312 -641893.904 -1042927.575 233.117 0.33 -2.088 118.583
5115402670 5115402670 -641896.475 -1042923.012 233.079 -0.408 -2.303 117.126
5115403028 5115403028 -641898.931 -1042918.285 233.06 0.09 -2.463 116.061
5115403366 5115403366 -641901.228 -1042913.703 233.049 0.413 -2.483 115.34
5115403704 5115403704 -641903.528 -1042909.026 233.034 0.101 -2.408 114.375
5115404042 5115404042 -641905.768 -1042904.232 233.023 0.108 -2.239 113.383
5115404380 5115404380 -641907.917 -1042899.344 233 0.88 -2.368 112.596
5115404698 5115404698 -641909.946 -1042894.711 232.99 0.259 -2.408 111.795
5115405016 5115405016 -641911.896 -1042890.016 232.988 0.267 -2.216 110.94
5115405334 5115405334 -641913.782 -1042885.291 232.981 0.15 -2.344 110.211
5115405652 5115405652 -641915.625 -1042880.526 232.975 -0.176 -2.092 109.449
5115405970 5115405970 -641917.369 -1042875.731 232.962 0.278 -2.335 108.688
5115406288 5115406288 -641919.065 -1042870.913 232.952 0.342 -2.031 107.948
5115406606 5115406606 -641920.683 -1042866.099 232.944 0.672 -2.425 107.379
5115406924 5115406924 -641922.28 -1042861.272 232.946 0.733 -2.357 107.257
5115407242 5115407242 -641923.879 -1042856.446 232.942 0.321 -2.3 106.832
5115407560 5115407560 -641925.431 -1042851.597 232.934 0.35 -2.267 106.603
5115407878 5115407878 -641926.969 -1042846.747 232.935 0.405 -2.46 106.529
5115408196 5115408196 -641928.512 -1042841.879 232.952 0.382 -2.275 106.588
5115408514 5115408514 -641930.072 -1042837.013 232.939 0.046 -2.275 106.524
5115408832 5115408832 -641931.608 -1042832.108 232.931 0.356 -2.275 106.481
5115409150 5115409150 -641933.148 -1042827.191 232.925 0.453 -2.5 106.471
5115409468 5115409468 -641934.706 -1042822.262 232.935 0.299 -2.42 106.4
5115409786 5115409786 -641936.25 -1042817.33 232.933 0.157 -2.398 106.026
5115410104 5115410104 -641937.747 -1042812.391 232.946 0.132 -2.599 105.625
5115410422 5115410422 -641939.232 -1042807.437 232.967 0.048 -2.466 105.683
5115410740 5115410740 -641940.73 -1042802.472 232.965 -0.143 -2.332 105.665
5115411058 5115411058 -641942.202 -1042797.483 232.952 0.4 -2.26 105.752
5115411376 5115411376 -641943.703 -1042792.508 232.954 0.316 -2.49 105.76
5115411694 5115411694 -641945.206 -1042787.534 232.971 0.223 -2.552 105.745
5115412012 5115412012 -641946.711 -1042782.557 232.983 0.113 -2.397 105.761
5115412330 5115412330 -641948.202 -1042777.579 232.966 0.419 -2.34 105.744
5115412648 5115412648 -641949.688 -1042772.61 232.97 0.596 -2.525 105.806
5115412966 5115412966 -641951.202 -1042767.651 232.982 0.271 -2.538 105.816
5115413284 5115413284 -641952.705 -1042762.694 232.991 0.252 -2.361 105.869
5115413602 5115413602 -641954.207 -1042757.75 232.988 0.273 -2.239 105.898
5115413920 5115413920 -641955.704 -1042752.822 232.983 0.379 -2.256 105.957
5115414238 5115414238 -641957.213 -1042747.916 232.986 0.209 -2.156 105.995
5115414556 5115414556 -641958.699 -1042743.029 232.98 0.46 -2.199 106.018
5115414874 5115414874 -641960.176 -1042738.151 232.968 0.657 -2.205 105.786
5115415192 5115415192 -641961.641 -1042733.277 232.953 0.858 -2.301 105.913
5115415510 5115415510 -641963.131 -1042728.42 232.952 0.561 -2.472 105.921
5115415828 5115415828 -641964.63 -1042723.565 232.967 0.136 -2.436 105.878
5115416146 5115416146 -641966.078 -1042718.696 232.967 0.823 -2.514 105.891
5115416464 5115416464 -641967.565 -1042713.833 232.98 0.555 -2.581 105.863
5115416782 5115416782 -641969.055 -1042708.959 232.992 0.335 -2.565 105.841
5115417100 5115417100 -641970.535 -1042704.072 233.004 0.414 -2.369 105.807
5115417418 5115417418 -641972.01 -1042699.189 233 0.388 -2.172 105.715
5115417736 5115417736 -641973.477 -1042694.311 232.991 0.314 -2.304 105.622
5115418054 5115418054 -641974.932 -1042689.395 232.973 0.585 -2.296 105.569
5115418372 5115418372 -641976.394 -1042684.456 232.956 0.782 -2.349 105.629
5115418690 5115418690 -641977.876 -1042679.501 232.957 0.829 -2.617 105.744
5115419008 5115419008 -641979.385 -1042674.519 232.967 0.75 -2.519 105.806
5115419326 5115419326 -641980.896 -1042669.521 232.973 0.77 -2.523 105.885
5115419644 5115419644 -641982.437 -1042664.519 232.979 0.336 -2.356 105.927
5115419962 5115419962 -641983.984 -1042659.514 232.977 0.018 -2.04 105.952
5115420280 5115420280 -641985.499 -1042654.517 232.963 0.354 -2.354 106.167
5115420598 5115420598 -641987.053 -1042649.522 232.948 0.27 -2.135 106.173
5115420916 5115420916 -641988.568 -1042644.528 232.939 0.963 -2.417 106.282
5115421234 5115421234 -641990.141 -1042639.55 232.934 0.437 -2.227 106.202
5115421552 5115421552 -641991.685 -1042634.584 232.929 0.373 -2.454 106.2
5115421870 5115421870 -641993.222 -1042629.621 232.952 0.407 -2.401 106.143
5115422188 5115422188 -641994.718 -1042624.664 232.959 1.148 -2.493 106.022
5115422506 5115422506 -641996.242 -1042619.741 232.982 0.679 -2.561 105.868
5115422824 5115422824 -641997.76 -1042614.82 232.994 0.141 -2.277 105.69
5115423142 5115423142 -641999.233 -1042609.907 233.001 0.231 -2.234 105.643
5115423460 5115423460 -642000.688 -1042605.018 233.001 0.566 -1.905 105.724
5115423778 5115423778 -642002.128 -1042600.175 232.979 0.932 -2.189 105.773
5115424096 5115424096 -642003.601 -1042595.358 232.975 0.482 -2.501 105.792
5115424414 5115424414 -642005.067 -1042590.537 232.984 0.344 -2.465 105.81
5115424732 5115424732 -642006.532 -1042585.72 232.99 0.217 -2.259 105.835
5115425050 5115425050 -642007.984 -1042580.909 232.984 0.388 -2.183 105.826
5115425368 5115425368 -642009.437 -1042576.111 232.97 0.344 -2.252 105.816
5115425686 5115425686 -642010.882 -1042571.326 232.975 0.445 -2.298 105.818
5115426004 5115426004 -642012.336 -1042566.578 232.989 0.07 -2.312 105.812
5115426322 5115426322 -642013.767 -1042561.855 233.003 0.12 -2.202 105.803
5115426640 5115426640 -642015.177 -1042557.164 233.001 0.359 -2.105 105.841
5115426958 5115426958 -642016.601 -1042552.523 233 -0.008 -2.261 105.836
5115427276 5115427276 -642018.004 -1042547.908 233.015 -0.013 -2.286 105.862
5115427594 5115427594 -642019.405 -1042543.33 233.031 -0.245 -2.248 105.876
5115427912 5115427912 -642020.794 -1042538.779 233.031 -0.402 -1.918 105.758
5115428230 5115428230 -642022.154 -1042534.243 233.015 -0.546 -2.237 105.377
5115428548 5115428548 -642023.489 -1042529.656 233.012 -0.739 -2.519 104.671
5115428866 5115428866 -642024.771 -1042524.991 233.027 -0.703 -2.662 103.897
5115429184 5115429184 -642025.997 -1042520.234 233.034 -0.354 -2.506 103.08
5115429502 5115429502 -642027.17 -1042515.406 233.031 -0.285 -2.31 101.965
5115429820 5115429820 -642028.258 -1042510.528 233.036 -0.253 -2.27 100.808
5115430138 5115430138 -642029.231 -1042505.648 233.048 0.032 -2.284 99.642
5115430456 5115430456 -642030.105 -1042500.796 233.056 0.136 -2.075 98.609
5115430774 5115430774 -642030.899 -1042495.987 233.038 -0.05 -2.049 97.651
5115431092 5115431092 -642031.592 -1042491.204 233.037 0.283 -2.192 97.009
5115431410 5115431410 -642032.25 -1042486.449 233.042 0.084 -2.133 96.414
5115431728 5115431728 -642032.864 -1042481.748 233.046 -0.318 -2.078 95.756
5115432046 5115432046 -642033.386 -1042477.078 233.048 -0.482 -1.816 94.244
5115432364 5115432364 -642033.761 -1042472.457 233.041 -0.216 -2.268 93.209
5115432703 5115432703 -642034.093 -1042467.524 233.049 -0.117 -1.879 92.219
5115433042 5115433042 -642034.344 -1042462.625 233.045 -0.171 -2.158 91.426
5115433381 5115433381 -642034.532 -1042457.744 233.053 -0.117 -2.449 90.883
5115433720 5115433720 -642034.697 -1042452.842 233.078 -0.663 -2.374 90.003
5115434059 5115434059 -642034.747 -1042447.929 233.084 -0.866 -2.21 88.553
5115434398 5115434398 -642034.666 -1042443.027 233.094 -0.955 -2.705 87.124
5115434737 5115434737 -642034.461 -1042438.078 233.106 -0.916 -2.102 85.829
5115435076 5115435076 -642034.138 -1042433.136 233.094 -0.529 -2.024 84.823
5115435415 5115435415 -642033.747 -1042428.193 233.077 -0.615 -2.449 83.797
5115435753 5115435753 -642033.277 -1042423.239 233.088 -0.869 -2.372 82.784
5115436093 5115436093 -642032.674 -1042418.262 233.074 -0.265 -2.248 81.717
5115436431 5115436431 -642031.988 -1042413.263 233.065 -0.129 -2.444 80.522
5115436770 5115436770 -642031.207 -1042408.255 233.068 -0.268 -2.532 79.26
5115437109 5115437109 -642030.302 -1042403.237 233.067 -0.181 -2.083 77.952
5115437448 5115437448 -642029.284 -1042398.257 233.053 -0.306 -2.224 76.501
5115437787 5115437787 -642028.119 -1042393.298 233.045 0.141 -2.484 75.279
5115438126 5115438126 -642026.874 -1042388.339 233.075 0.206 -2.355 74.262
5115438466 5115438466 -642025.543 -1042383.414 233.064 0.132 -2.099 73.019
5115438805 5115438805 -642024.115 -1042378.535 233.052 0.045 -2.039 72.028
5115439144 5115439144 -642022.605 -1042373.697 233.026 0.141 -1.824 71.18
5115439483 5115439483 -642021.045 -1042368.926 233.002 0.234 -2.237 70.617
5115439821 5115439821 -642019.447 -1042364.169 232.999 0.341 -2.143 70.074
5115440161 5115440161 -642017.783 -1042359.455 232.987 0.917 -2.45 69.556
5115440500 5115440500 -642016.139 -1042354.751 233.013 0.102 -2.829 68.853
5115440839 5115440839 -642014.394 -1042350.055 233.048 0.154 -2.355 68.033
5115441177 5115441177 -642012.583 -1042345.406 233.051 0.163 -2.246 67.277
5115441516 5115441516 -642010.726 -1042340.787 233.043 0.094 -2.052 66.609
5115441855 5115441855 -642008.812 -1042336.184 233.015 0.226 -1.823 66.312
