name dummy x y z omega phi kappa
592716110 592716110 -641063.827 -1041453.083 235.185 -1.672 -3.042 170.64
592716500 592716500 -641068.995 -1041452.311 235.265 -1.584 -3.212 170.427
592716890 592716890 -641074.188 -1041451.524 235.343 -1.418 -3.07 170.504
592717280 592717280 -641079.395 -1041450.75 235.419 -1.49 -2.995 170.467
592717650 592717650 -641084.354 -1041449.992 235.481 -1.525 -3.032 169.988
592718021 592718021 -641089.35 -1041449.176 235.553 -1.236 -3.286 169.82
592718391 592718391 -641094.411 -1041448.35 235.626 -1.068 -3.209 169.796
592718761 592718761 -641099.523 -1041447.52 235.699 -0.766 -3.542 170.175
592719131 592719131 -641104.749 -1041446.725 235.794 -0.246 -3.517 171.122
592719501 592719501 -641110.067 -1041446.006 235.881 0.09 -3.38 171.857
592719851 592719851 -641115.146 -1041445.389 235.956 0.352 -3.356 172.73
592720201 592720201 -641120.261 -1041444.846 236.035 0.706 -3.493 173.659
592720551 592720551 -641125.412 -1041444.397 236.118 0.792 -3.432 174.581
592720902 592720902 -641130.573 -1041444.037 236.211 0.605 -3.506 175.425
592721252 592721252 -641135.74 -1041443.744 236.306 0.55 -3.6 176.14
592721602 592721602 -641140.907 -1041443.507 236.405 0.443 -3.284 176.409
592721952 592721952 -641146.055 -1041443.286 236.484 0.656 -3.315 177.073
592722302 592722302 -641151.202 -1041443.144 236.565 0.466 -3.408 177.729
592722652 592722652 -641156.371 -1041443.065 236.64 0.353 -3.099 178.411
592723002 592723002 -641161.529 -1041443.043 236.701 0.236 -3.174 179.079
592723352 592723352 -641166.68 -1041443.096 236.778 -0.17 -3.17 179.822
592723703 592723703 -641171.82 -1041443.216 236.863 -0.575 -3.432 -179.425
592724053 592724053 -641176.957 -1041443.409 236.953 -1.27 -3.297 -179.048
592724403 592724403 -641182.08 -1041443.605 237.041 -1.363 -3.08 -178.624
592724753 592724753 -641187.16 -1041443.854 237.121 -1.75 -2.836 -178.177
592725103 592725103 -641192.171 -1041444.138 237.196 -2.351 -2.44 -178.26
592725453 592725453 -641197.095 -1041444.362 237.268 -2.357 -2.709 -178.827
592725803 592725803 -641201.951 -1041444.514 237.353 -2.276 -2.898 -179.773
592726153 592726153 -641206.756 -1041444.595 237.423 -2.185 -2.374 179.685
592726503 592726503 -641211.468 -1041444.634 237.492 -1.928 -2.678 179.702
592726854 592726854 -641216.114 -1041444.71 237.56 -1.854 -2.899 -179.717
592727224 592727224 -641220.988 -1041444.84 237.618 -1.759 -2.535 -179.119
592727594 592727594 -641225.811 -1041445.018 237.663 -1.603 -2.908 -178.302
592727964 592727964 -641230.633 -1041445.265 237.703 -1.41 -2.851 -177.567
592728334 592728334 -641235.447 -1041445.565 237.757 -1.187 -2.853 -177.064
592728704 592728704 -641240.273 -1041445.91 237.801 -1.217 -2.918 -176.863
592729074 592729074 -641245.135 -1041446.272 237.844 -1.294 -2.799 -176.761
592729444 592729444 -641250.018 -1041446.639 237.883 -1.28 -2.465 -176.692
592729814 592729814 -641254.887 -1041447.009 237.91 -1.261 -2.378 -176.672
592730185 592730185 -641259.712 -1041447.379 237.934 -1.122 -2.413 -176.458
592730555 592730555 -641264.507 -1041447.761 237.966 -1.001 -2.446 -176.346
592730925 592730925 -641269.293 -1041448.134 237.987 -0.546 -2.252 -176.357
592731295 592731295 -641274.064 -1041448.514 237.999 -0.523 -2.261 -176.596
592731665 592731665 -641278.81 -1041448.87 238.019 -0.639 -2.783 -176.966
592732035 592732035 -641283.598 -1041449.173 238.009 0.132 -2.835 -177.016
592732405 592732405 -641288.437 -1041449.518 238.028 0.055 -2.226 -176.98
592732776 592732776 -641293.309 -1041449.859 238.013 0.14 -2.313 -176.975
592733146 592733146 -641298.241 -1041450.21 238.003 0.154 -2.148 -176.937
592733516 592733516 -641303.202 -1041450.563 237.98 0.198 -2.111 -176.895
592733886 592733886 -641308.181 -1041450.931 237.949 0.005 -2.158 -176.918
592734256 592734256 -641313.195 -1041451.295 237.934 -0.05 -1.979 -176.888
592734626 592734626 -641318.206 -1041451.656 237.904 0.027 -1.869 -176.882
592734996 592734996 -641323.188 -1041452.018 237.88 0.004 -1.982 -176.895
592735366 592735366 -641328.175 -1041452.37 237.848 0.142 -2.048 -176.915
592735737 592735737 -641333.17 -1041452.734 237.822 0.048 -1.712 -176.939
592736107 592736107 -641338.131 -1041453.099 237.79 -0.295 -1.752 -177.116
592736477 592736477 -641343.067 -1041453.425 237.742 -0.048 -1.38 -177.177
592736847 592736847 -641347.95 -1041453.747 237.675 0.028 -1.324 -177.236
592737217 592737217 -641352.787 -1041454.077 237.615 -0.364 -1.476 -177.527
592737587 592737587 -641357.605 -1041454.353 237.562 -0.129 -1.147 -177.812
592737958 592737958 -641362.361 -1041454.625 237.472 -0.596 -1.614 -178.231
592738328 592738328 -641367.127 -1041454.824 237.395 -0.713 -0.752 -179.518
592738698 592738698 -641371.839 -1041454.888 237.301 -0.356 -1.28 179.501
592739088 592739088 -641376.83 -1041454.912 237.216 -0.336 -0.84 178.943
592739478 592739478 -641381.776 -1041454.893 237.114 -0.437 -0.919 178.461
592739868 592739868 -641386.693 -1041454.833 237.016 -0.511 -0.831 177.915
592740259 592740259 -641391.572 -1041454.706 236.921 -0.192 -0.886 177.351
592740649 592740649 -641396.425 -1041454.545 236.815 -0.177 -0.727 176.73
592741039 592741039 -641401.238 -1041454.315 236.704 0.155 -0.837 176.066
592741429 592741429 -641406.036 -1041454.035 236.583 0.2 -0.56 175.1
592741819 592741819 -641410.811 -1041453.666 236.451 0.356 -0.721 174.124
592742209 592742209 -641415.579 -1041453.217 236.327 0.501 -0.59 173.098
592742600 592742600 -641420.308 -1041452.68 236.198 0.567 -0.612 171.918
592742990 592742990 -641424.995 -1041452.058 236.072 0.558 -0.814 170.824
592743400 592743400 -641429.892 -1041451.301 235.956 0.767 -0.833 169.73
592743810 592743810 -641434.744 -1041450.474 235.835 0.809 -0.665 168.845
592744221 592744221 -641439.554 -1041449.587 235.71 0.51 -0.629 167.842
592744631 592744631 -641444.313 -1041448.615 235.58 0.464 -0.716 166.925
592745041 592745041 -641449.037 -1041447.575 235.462 0.332 -0.822 166.006
592745451 592745451 -641453.75 -1041446.456 235.342 0.306 -0.769 165.089
592745861 592745861 -641458.466 -1041445.256 235.222 0.248 -1.013 164.223
592746271 592746271 -641463.232 -1041443.978 235.126 0.027 -1.185 163.431
592746681 592746681 -641468.041 -1041442.623 235.026 -0.186 -1.219 162.801
592747091 592747091 -641472.924 -1041441.184 234.929 -0.162 -1.354 162.293
592747502 592747502 -641477.926 -1041439.661 234.825 -0.083 -1.505 161.871
592747912 592747912 -641483.114 -1041438.047 234.729 -0.011 -1.633 161.6
592748322 592748322 -641488.487 -1041436.352 234.632 -0.041 -1.977 161.365
592748686 592748686 -641493.413 -1041434.781 234.557 -0.071 -1.738 161.226
592749050 592749050 -641498.434 -1041433.164 234.487 0.013 -1.807 161.069
592749414 592749414 -641503.518 -1041431.527 234.423 -0.255 -1.381 160.857
5114614432 5114614432 -641508.259 -1041440.548 234.423 -0.256 -3.238 -31.773
5114614820 5114614820 -641504.021 -1041443.243 234.488 -0.607 -2.7 -36.429
5114615208 5114615208 -641500.059 -1041446.27 234.554 -0.924 -2.705 -41.602
5114615596 5114615596 -641496.446 -1041449.648 234.612 0.419 -4.08 -45.238
5114615984 5114615984 -641492.891 -1041453.174 234.718 0.405 -4.57 -45.963
5114616372 5114616372 -641489.273 -1041456.673 234.894 -0.291 -3.835 -44.597
5114616760 5114616760 -641485.559 -1041460.071 235 -0.513 -3.508 -42.206
5114617148 5114617148 -641481.671 -1041463.319 235.088 -0.597 -3.456 -39.219
5114617536 5114617536 -641477.587 -1041466.369 235.188 -0.985 -3.722 -36.167
5114617924 5114617924 -641473.258 -1041469.291 235.26 -0.167 -1.33 -32.979
5114618312 5114618312 -641468.787 -1041471.95 235.185 0.502 -2.296 -28.892
5114618700 5114618700 -641464.022 -1041474.224 235.185 -0.533 -2.644 -24.358
5114619068 5114619068 -641459.302 -1041476.049 235.237 -1.357 -3.691 -19.816
5114619436 5114619436 -641454.332 -1041477.578 235.345 -0.732 -3.928 -14.52
5114619804 5114619804 -641449.152 -1041478.633 235.481 -0.513 -4.235 -8.734
5114620150 5114620150 -641444.103 -1041479.163 235.62 -0.157 -4.488 -3.499
5114620498 5114620498 -641438.937 -1041479.243 235.768 -0.342 -4.94 0.743
5114620845 5114620845 -641433.661 -1041478.969 235.955 -0.165 -4.914 4.042
5114621192 5114621192 -641428.273 -1041478.443 236.119 1.252 -4.519 7.021
5114621519 5114621519 -641423.144 -1041477.65 236.253 1.047 -4.336 8.462
5114621846 5114621846 -641417.95 -1041476.744 236.383 0.499 -3.971 8.514
5114622173 5114622173 -641412.713 -1041475.865 236.496 0.464 -3.753 8.397
5114622500 5114622500 -641407.467 -1041474.994 236.61 0.327 -3.789 8.171
5114622807 5114622807 -641402.533 -1041474.202 236.727 0.155 -3.861 7.664
5114623114 5114623114 -641397.586 -1041473.435 236.847 -0.645 -3.509 6.603
5114623421 5114623421 -641392.636 -1041472.801 236.945 -1.01 -3.157 4.843
5114623728 5114623728 -641387.695 -1041472.368 237.027 -0.247 -3.247 3.63
5114624035 5114624035 -641382.766 -1041471.993 237.111 -0.057 -3.555 3.272
5114624342 5114624342 -641377.82 -1041471.615 237.189 -0.309 -3.268 3.072
5114624649 5114624649 -641372.886 -1041471.261 237.263 -0.259 -3.24 3.09
5114624956 5114624956 -641367.964 -1041470.905 237.362 -0.181 -3.42 3.171
5114625263 5114625263 -641363.039 -1041470.538 237.454 -0.155 -3.151 3.251
5114625570 5114625570 -641358.16 -1041470.182 237.527 0.149 -3.985 3.285
5114625877 5114625877 -641353.234 -1041469.823 237.619 0.571 -2.884 3.406
5114626184 5114626184 -641348.359 -1041469.431 237.678 0.287 -3.151 3.321
5114626491 5114626491 -641343.478 -1041469.066 237.74 0.482 -2.948 3.325
5114626798 5114626798 -641338.626 -1041468.686 237.8 0.204 -3.144 3.259
5114627104 5114627104 -641333.76 -1041468.318 237.838 0.27 -2.706 3.23
5114627411 5114627411 -641328.908 -1041467.957 237.865 0.263 -2.678 3.191
5114627718 5114627718 -641324.075 -1041467.605 237.893 0.312 -2.821 3.111
5114628025 5114628025 -641319.255 -1041467.258 237.921 0.287 -2.642 3.005
5114628332 5114628332 -641314.463 -1041466.92 237.944 0.205 -2.581 2.846
5114628639 5114628639 -641309.7 -1041466.601 237.972 0.178 -2.601 2.724
5114628946 5114628946 -641304.954 -1041466.288 238 0.133 -2.524 2.598
5114629253 5114629253 -641300.233 -1041465.992 238.022 0.201 -2.633 2.583
5114629560 5114629560 -641295.518 -1041465.69 238.045 0.082 -2.333 2.374
5114629867 5114629867 -641290.821 -1041465.428 238.038 0.4 -2.269 2.208
5114630174 5114630174 -641286.129 -1041465.158 238.032 0.324 -2.214 2.243
5114630481 5114630481 -641281.413 -1041464.877 238.005 0.154 -1.458 2.161
5114630788 5114630788 -641276.719 -1041464.621 237.951 0.11 -1.971 2.15
5114631095 5114631095 -641272.003 -1041464.361 237.923 0.096 -2.127 2.157
5114631402 5114631402 -641267.282 -1041464.087 237.913 -0.141 -1.895 2.137
5114631709 5114631709 -641262.581 -1041463.826 237.874 -0.145 -2.025 2.117
5114632016 5114632016 -641257.853 -1041463.55 237.844 -0.549 -2.014 2.124
5114632323 5114632323 -641253.1 -1041463.269 237.827 -0.969 -2.428 2.106
5114632630 5114632630 -641248.268 -1041463.036 237.802 -0.16 -2 2.114
5114632937 5114632937 -641243.422 -1041462.779 237.767 -0.071 -1.879 2.085
5114633244 5114633244 -641238.569 -1041462.511 237.714 -0.224 -1.52 1.933
5114633551 5114633551 -641233.719 -1041462.267 237.643 -0.308 -1.551 1.612
5114633858 5114633858 -641228.842 -1041462.049 237.578 -0.381 -1.523 1.306
5114634165 5114634165 -641223.946 -1041461.851 237.52 -0.547 -1.439 0.997
5114634472 5114634472 -641219.044 -1041461.691 237.455 -0.448 -1.349 0.725
5114634779 5114634779 -641214.138 -1041461.572 237.383 0.049 -1.551 0.434
5114635086 5114635086 -641209.215 -1041461.459 237.316 0.131 -1.328 0.169
5114635393 5114635393 -641204.296 -1041461.361 237.235 0.122 -1.208 -0.082
5114635700 5114635700 -641199.385 -1041461.302 237.139 0.422 -1.247 -0.368
5114636007 5114636007 -641194.465 -1041461.257 237.048 0.421 -1.184 -0.6
5114636314 5114636314 -641189.544 -1041461.22 236.965 0.18 -1.361 -0.876
5114636621 5114636621 -641184.612 -1041461.217 236.883 0.239 -1.338 -1.142
5114636928 5114636928 -641179.683 -1041461.242 236.799 0.288 -1.416 -1.422
5114637235 5114637235 -641174.76 -1041461.286 236.723 0.272 -1.551 -1.773
5114637542 5114637542 -641169.839 -1041461.371 236.655 0.523 -1.385 -2.145
5114637849 5114637849 -641164.933 -1041461.481 236.584 0.523 -1.451 -2.504
5114638156 5114638156 -641160.036 -1041461.614 236.516 0.36 -1.474 -2.897
5114638463 5114638463 -641155.15 -1041461.777 236.446 0.348 -1.35 -2.995
5114638770 5114638770 -641150.286 -1041461.938 236.378 0.111 -1.525 -3.086
5114639077 5114639077 -641145.413 -1041462.111 236.306 -0.051 -1.377 -3.378
5114639384 5114639384 -641140.54 -1041462.333 236.227 0.088 -1.424 -3.834
5114639691 5114639691 -641135.658 -1041462.598 236.161 0.418 -1.664 -4.09
5114639998 5114639998 -641130.763 -1041462.858 236.099 0.165 -1.466 -4.369
5114640305 5114640305 -641125.871 -1041463.152 236.03 0.191 -1.258 -4.681
5114640612 5114640612 -641120.991 -1041463.483 235.937 0.393 -1.285 -4.962
5114640919 5114640919 -641116.107 -1041463.815 235.849 -0.023 -1.177 -5.313
5114641226 5114641226 -641111.229 -1041464.204 235.762 0.165 -1.261 -5.924
5114641533 5114641533 -641106.373 -1041464.634 235.682 0.091 -1.242 -6.36
5114641840 5114641840 -641101.544 -1041465.1 235.607 0.079 -1.418 -6.872
5114642147 5114642147 -641096.726 -1041465.61 235.538 0.144 -1.383 -7.24
5114642454 5114642454 -641091.916 -1041466.138 235.461 -0.051 -1.379 -7.656
5114642761 5114642761 -641087.115 -1041466.711 235.393 0.016 -1.3 -8.046
5114643068 5114643068 -641082.327 -1041467.312 235.321 -0.055 -1.439 -8.446
5114643375 5114643375 -641077.543 -1041467.946 235.254 -0.06 -1.416 -8.825
5114643682 5114643682 -641072.767 -1041468.613 235.184 -0.069 -1.287 -9.217
5114643989 5114643989 -641068.006 -1041469.305 235.11 -0.183 -1.355 -9.591
5114644296 5114644296 -641063.255 -1041470.033 235.041 -0.163 -1.395 -9.901
5114644603 5114644603 -641058.508 -1041470.789 234.97 -0.008 -1.276 -10.13
5114644910 5114644910 -641053.769 -1041471.554 234.894 -0.042 -1.325 -10.32
5114645217 5114645217 -641049.032 -1041472.334 234.817 0.02 -1.249 -10.406
5114645524 5114645524 -641044.309 -1041473.117 234.743 0.022 -1.423 -10.436
5114645831 5114645831 -641039.603 -1041473.9 234.687 -0.019 -2.046 -10.485
5114646138 5114646138 -641034.863 -1041474.684 234.636 -0.139 -1.448 -10.545
5114646445 5114646445 -641030.145 -1041475.471 234.572 -0.326 -1.406 -10.714
5114646752 5114646752 -641025.441 -1041476.282 234.506 -0.32 -1.299 -10.981
5114647059 5114647059 -641020.774 -1041477.105 234.427 -0.409 -1.492 -11.166
5114647366 5114647366 -641016.127 -1041477.932 234.374 -0.685 -1.203 -11.404
5114647673 5114647673 -641011.518 -1041478.801 234.311 -0.239 -1.236 -11.612
5114648000 5114648000 -641006.621 -1041479.742 234.231 0.092 -1.303 -11.885
5114648327 5114648327 -641001.756 -1041480.699 234.164 0.273 -1.453 -12.157
5114648654 5114648654 -640996.927 -1041481.655 234.109 0.178 -1.659 -12.418
5114648981 5114648981 -640992.117 -1041482.642 234.063 0.521 -1.813 -12.417
5114649308 5114649308 -640987.326 -1041483.591 234.006 0.083 -2.084 -12.479
5114649635 5114649635 -640982.526 -1041484.565 233.974 0.198 -2.107 -12.443
5114649962 5114649962 -640977.686 -1041485.545 233.939 0.276 -2.15 -12.458
5114650289 5114650289 -640972.79 -1041486.533 233.907 0.161 -2.137 -12.512
5114650616 5114650616 -640967.835 -1041487.534 233.87 0.03 -2.231 -12.726
5114650943 5114650943 -640962.824 -1041488.59 233.825 0.225 -2.453 -12.922
5114651270 5114651270 -640957.737 -1041489.688 233.794 0.666 -1.984 -13.107
5114651597 5114651597 -640952.607 -1041490.787 233.74 0.421 -2.349 -13.384
5114651924 5114651924 -640947.393 -1041491.965 233.698 1.198 -2.284 -13.449
5114652232 5114652232 -640942.4 -1041493.072 233.649 1.209 -2.287 -13.568
5114652539 5114652539 -640937.38 -1041494.241 233.593 2.348 -2.584 -13.501
5114652846 5114652846 -640932.277 -1041495.336 233.566 1.785 -2.21 -13.406
5114653153 5114653153 -640927.171 -1041496.467 233.546 1.916 -2.413 -13.51
5114653460 5114653460 -640922.067 -1041497.572 233.545 0.935 -2.551 -13.954
5114653767 5114653767 -640916.995 -1041498.737 233.566 1.013 -2.665 -13.999
5114654074 5114654074 -640911.922 -1041499.888 233.582 0.75 -2.776 -13.908
5114654381 5114654381 -640906.805 -1041501.045 233.583 0.614 -2.334 -13.799
5114654688 5114654688 -640901.679 -1041502.198 233.577 0.459 -2.386 -13.728
5114654995 5114654995 -640896.54 -1041503.346 233.579 0.335 -2.197 -13.721
5114655302 5114655302 -640891.415 -1041504.495 233.572 0.166 -2.617 -13.7
5114655609 5114655609 -640886.278 -1041505.652 233.592 0.252 -2.545 -13.722
5114655916 5114655916 -640881.13 -1041506.813 233.599 0.188 -2.498 -13.819
5114656223 5114656223 -640875.977 -1041507.993 233.613 0.268 -2.557 -14.184
5114656530 5114656530 -640870.823 -1041509.225 233.63 0.408 -2.716 -14.525
5114656837 5114656837 -640865.663 -1041510.47 233.663 0.45 -2.666 -14.617
5114657144 5114657144 -640860.499 -1041511.707 233.664 0.128 -2.875 -14.566
5114657451 5114657451 -640855.315 -1041512.963 233.69 0.425 -2.6 -14.567
5114657758 5114657758 -640850.148 -1041514.212 233.723 0.527 -3.178 -14.541
5114658045 5114658045 -640845.268 -1041515.355 233.773 -0.121 -2.574 -14.73
5114658332 5114658332 -640840.405 -1041516.571 233.792 0.655 -2.387 -14.908
5114658619 5114658619 -640835.566 -1041517.781 233.795 0.625 -2.934 -15.164
5114658906 5114658906 -640830.7 -1041519.007 233.828 0.626 -2.687 -15.619
5114659193 5114659193 -640825.839 -1041520.259 233.848 0.017 -2.435 -15.892
5114659480 5114659480 -640821.001 -1041521.542 233.858 -0.157 -2.582 -16.196
5114659767 5114659767 -640816.173 -1041522.857 233.886 -0.109 -2.63 -16.311
5114700054 5114700054 -640811.355 -1041524.173 233.918 -0.223 -2.798 -16.423
5114700341 5114700341 -640806.527 -1041525.508 233.95 -0.168 -2.553 -16.543
5114700628 5114700628 -640801.712 -1041526.855 233.979 -0.06 -2.833 -16.638
5114700915 5114700915 -640796.89 -1041528.214 234.014 0.078 -2.951 -16.778
5114701202 5114701202 -640792.047 -1041529.592 234.053 0.217 -2.498 -16.897
5114701489 5114701489 -640787.215 -1041530.964 234.061 -0.079 -2.675 -17.262
5114701776 5114701776 -640782.372 -1041532.388 234.082 0.16 -2.45 -17.364
5114702063 5114702063 -640777.534 -1041533.821 234.098 0.41 -2.469 -17.555
5114702350 5114702350 -640772.71 -1041535.251 234.108 0.272 -2.627 -17.705
5114702637 5114702637 -640767.9 -1041536.696 234.139 0.234 -2.758 -17.878
5114702924 5114702924 -640763.089 -1041538.164 234.167 0.434 -2.664 -18.039
5114703211 5114703211 -640758.296 -1041539.65 234.183 0.691 -3.049 -18.085
5114703498 5114703498 -640753.468 -1041541.11 234.223 0.096 -2.599 -18.456
5114703785 5114703785 -640748.676 -1041542.625 234.244 0.3 -2.575 -18.472
5114704073 5114704073 -640743.895 -1041544.126 234.271 0.241 -2.623 -18.537
5114704360 5114704360 -640739.126 -1041545.627 234.301 0.14 -2.581 -18.665
5114704647 5114704647 -640734.388 -1041547.134 234.334 -0.076 -2.552 -18.787
5114704934 5114704934 -640729.693 -1041548.636 234.369 -0.13 -2.467 -18.921
5114705220 5114705220 -640725.026 -1041550.146 234.39 -0.127 -2.784 -19.056
5114705508 5114705508 -640720.351 -1041551.674 234.416 -0.015 -2.648 -19.172
5114705795 5114705795 -640715.668 -1041553.212 234.44 -0.013 -2.669 -19.327
5114706082 5114706082 -640710.988 -1041554.76 234.472 -0.089 -2.6 -19.587
5114706369 5114706369 -640706.331 -1041556.329 234.501 -0.119 -2.632 -19.858
5114706656 5114706656 -640701.681 -1041557.923 234.521 -0.122 -2.636 -20.21
5114706943 5114706943 -640697.043 -1041559.545 234.546 -0.158 -2.423 -20.675
5114707229 5114707229 -640692.459 -1041561.198 234.564 0.007 -2.545 -20.937
5114707517 5114707517 -640687.889 -1041562.857 234.58 0.032 -2.441 -21.025
5114707804 5114707804 -640683.322 -1041564.5 234.6 -0.386 -2.665 -21.142
5114708091 5114708091 -640678.755 -1041566.179 234.638 -0.214 -2.673 -21.183
5114708378 5114708378 -640674.191 -1041567.859 234.653 -0.106 -2.646 -21.272
5114708665 5114708665 -640669.615 -1041569.545 234.675 -0.087 -2.569 -21.354
5114708952 5114708952 -640665.025 -1041571.253 234.688 0.064 -2.714 -21.387
5114709238 5114709238 -640660.404 -1041572.964 234.714 -0.009 -2.698 -21.432
5114709526 5114709526 -640655.751 -1041574.689 234.735 -0.091 -2.737 -21.455
5114709813 5114709813 -640651.067 -1041576.423 234.75 -0.232 -2.368 -21.48
5114710100 5114710100 -640646.395 -1041578.173 234.766 -0.259 -2.662 -21.903
5114710387 5114710387 -640641.711 -1041579.974 234.788 -0.464 -2.514 -22.793
5114710674 5114710674 -640637.059 -1041581.868 234.797 0.01 -2.73 -23.243
5114710961 5114710961 -640632.396 -1041583.779 234.833 0.169 -2.441 -23.183
5114711248 5114711248 -640627.742 -1041585.686 234.846 0.385 -2.629 -23.199
5114711535 5114711535 -640623.072 -1041587.591 234.858 0.454 -2.422 -23.216
5114711822 5114711822 -640618.415 -1041589.494 234.856 0.495 -2.548 -23.205
5114712109 5114712109 -640613.763 -1041591.386 234.869 0.274 -2.549 -23.348
5114712396 5114712396 -640609.128 -1041593.283 234.903 -0.114 -2.851 -23.674
5114712683 5114712683 -640604.502 -1041595.211 234.939 -0.245 -2.5 -23.96
5114712970 5114712970 -640599.921 -1041597.155 234.961 -0.258 -2.713 -24.174
5114713257 5114713257 -640595.346 -1041599.124 234.994 -0.042 -2.496 -24.386
5114713544 5114713544 -640590.783 -1041601.122 235.005 0.48 -1.979 -24.566
5114713831 5114713831 -640586.268 -1041603.1 234.987 0.549 -2.302 -24.713
5114714118 5114714118 -640581.783 -1041605.066 235.013 0.412 -2.622 -24.806
5114714405 5114714405 -640577.315 -1041607.031 235.036 0.434 -2.219 -24.803
5114714692 5114714692 -640572.897 -1041608.98 235.045 0.597 -2.295 -24.666
5114714979 5114714979 -640568.506 -1041610.909 235.044 0.774 -2.242 -24.699
5114715266 5114715266 -640564.15 -1041612.813 235.038 0.52 -2.257 -24.792
5114715553 5114715553 -640559.819 -1041614.722 235.043 0.577 -2.25 -24.761
5114715840 5114715840 -640555.499 -1041616.619 235.043 0.521 -2.365 -24.748
5114716127 5114716127 -640551.186 -1041618.514 235.043 0.572 -2.258 -24.68
5114716414 5114716414 -640546.885 -1041620.394 235.041 0.512 -2.341 -24.668
5114716701 5114716701 -640542.572 -1041622.264 235.038 0.208 -2.267 -24.625
5114716988 5114716988 -640538.267 -1041624.136 235.041 0.105 -2.057 -24.599
5114717275 5114717275 -640533.999 -1041625.995 235.032 0.005 -2.156 -24.618
5114717562 5114717562 -640529.751 -1041627.86 235.032 0.199 -2.035 -24.683
5114717869 5114717869 -640525.224 -1041629.867 235.019 0.28 -2.298 -25.157
5114718176 5114718176 -640520.684 -1041631.904 235.013 -0.046 -2.397 -25.566
5114718483 5114718483 -640516.129 -1041633.997 235.004 0.028 -2.237 -25.808
5114718790 5114718790 -640511.556 -1041636.118 234.99 0.032 -2.273 -26.013
5114719097 5114719097 -640506.956 -1041638.276 234.974 0.256 -2.306 -26.019
5114719404 5114719404 -640502.332 -1041640.435 234.961 0.256 -2.373 -25.991
5114719711 5114719711 -640497.67 -1041642.598 234.955 0.133 -2.433 -25.97
5114720018 5114720018 -640492.962 -1041644.792 234.951 0.346 -2.131 -25.92
5114720325 5114720325 -640488.251 -1041646.98 234.938 0.422 -2.087 -25.832
5114720632 5114720632 -640483.559 -1041649.15 234.921 0.524 -1.867 -25.796
5114720939 5114720939 -640478.908 -1041651.3 234.881 0.614 -1.935 -25.784
5114721246 5114721246 -640474.288 -1041653.433 234.854 0.681 -1.811 -25.738
5114721552 5114721552 -640469.708 -1041655.538 234.828 0.621 -1.898 -25.679
5114721860 5114721860 -640465.144 -1041657.623 234.806 0.465 -1.953 -25.585
5114722167 5114722167 -640460.599 -1041659.696 234.79 0.387 -2.49 -25.513
5114722474 5114722474 -640456.014 -1041661.793 234.765 0.72 -1.979 -25.467
5114722781 5114722781 -640451.429 -1041663.876 234.728 0.465 -2.182 -25.582
5114723088 5114723088 -640446.843 -1041665.975 234.708 0.139 -2.278 -26.076
5114723395 5114723395 -640442.271 -1041668.146 234.684 0.61 -2.176 -26.299
5114723702 5114723702 -640437.705 -1041670.324 234.664 0.972 -2.138 -26.28
5114724009 5114724009 -640433.124 -1041672.475 234.644 0.738 -2.043 -26.333
5114724316 5114724316 -640428.551 -1041674.644 234.616 0.928 -2.102 -26.252
5114724623 5114724623 -640423.966 -1041676.794 234.593 0.748 -2.013 -26.187
5114724930 5114724930 -640419.388 -1041678.933 234.568 0.579 -1.818 -26.092
5114725237 5114725237 -640414.842 -1041681.065 234.543 0.693 -1.853 -26.152
5114725544 5114725544 -640410.337 -1041683.189 234.513 0.792 -2.05 -26.236
5114725851 5114725851 -640405.859 -1041685.295 234.496 0.648 -2.087 -26.41
5114726158 5114726158 -640401.42 -1041687.444 234.46 1.439 -1.746 -26.387
5114726465 5114726465 -640396.986 -1041689.503 234.45 0.37 -2.258 -26.666
5114726772 5114726772 -640392.556 -1041691.632 234.431 0.45 -1.847 -26.822
5114727079 5114727079 -640388.164 -1041693.765 234.408 0.487 -1.917 -27.049
5114727386 5114727386 -640383.785 -1041695.905 234.388 0.29 -2.252 -27.374
5114727693 5114727693 -640379.385 -1041698.115 234.368 0.716 -2.197 -27.679
5114728000 5114728000 -640374.955 -1041700.348 234.337 0.542 -2.23 -28.123
5114728307 5114728307 -640370.515 -1041702.632 234.312 0.327 -2.219 -28.799
5114728614 5114728614 -640366.102 -1041704.991 234.293 0.474 -1.856 -29.637
5114728921 5114728921 -640361.743 -1041707.391 234.273 0.447 -2.247 -30.094
5114729228 5114729228 -640357.378 -1041709.822 234.257 0.273 -1.96 -30.528
5114729535 5114729535 -640353.067 -1041712.278 234.231 0.34 -1.861 -30.79
5114729842 5114729842 -640348.805 -1041714.723 234.205 0.383 -2.046 -30.926
5114730149 5114730149 -640344.577 -1041717.164 234.185 0.41 -1.956 -31.072
5114730456 5114730456 -640340.38 -1041719.585 234.158 0.026 -1.645 -31.452
5114730763 5114730763 -640336.247 -1041722.025 234.115 0.033 -1.397 -31.831
5114731070 5114731070 -640332.183 -1041724.473 234.076 0.1 -1.821 -32.299
5114731377 5114731377 -640328.154 -1041726.929 234.048 0.042 -1.631 -32.651
5114731684 5114731684 -640324.191 -1041729.38 234.035 -0.018 -2.081 -32.933
5114731991 5114731991 -640320.252 -1041731.834 234.019 -0.136 -1.842 -33.236
5114732298 5114732298 -640316.382 -1041734.277 234.012 -0.348 -2.129 -33.68
